link2,redirect_url,status
http://data.coss.opendata.arcgis.com/datasets/b4700d9b4b284fac9b9cb557b0018c91_1,http://data-coss.opendata.arcgis.com/datasets/b4700d9b4b284fac9b9cb557b0018c91_1,Success: (200) OK
http://data.coss.opendata.arcgis.com/datasets/097a9f3cccbe476594d106bf373ad297_0,http://data-coss.opendata.arcgis.com/datasets/097a9f3cccbe476594d106bf373ad297_0,Success: (200) OK
http://data.coss.opendata.arcgis.com/datasets/ffd26e5178ce4f90b68c3de5bb040d07_102,http://data-coss.opendata.arcgis.com/datasets/ffd26e5178ce4f90b68c3de5bb040d07_102,Success: (200) OK
http://www.icpsr.umich.edu/icpsrweb/NACJD/gis/data.jsp,https://www.icpsr.umich.edu/icpsrweb/NACJD/gis/data.jsp,Success: (200) OK
http://opendata.atlantaregional.com/datasets/court-community-facilities,http://opendata.atlantaregional.com/datasets/court-community-facilities,Success: (200) OK
http://opendata.atlantaregional.com/datasets/correctional-institution-community-facilities,http://opendata.atlantaregional.com/datasets/correctional-institution-community-facilities,Success: (200) OK
https://mrdata.usgs.gov/,https://mrdata.usgs.gov/,Success: (200) OK
https://www2.usgs.gov/water/,https://www2.usgs.gov/water/,Success: (200) OK
http://opendata.atlantaregional.com/datasets/equitable-target-areas-2009,http://opendata.atlantaregional.com/datasets/equitable-target-areas-2009,Success: (200) OK
http://opendata.atlantaregional.com/datasets/equitable-target-areas-2015,http://opendata.atlantaregional.com/datasets/equitable-target-areas-2015,Success: (200) OK
